FeedbackID,OrderID,CustomerRating,DeliveryRating,FoodRating,Review,Sentiment
7881,113408,1.0,1,1,Very disappointed with the service.,Negative
7882,105059,5.0,5,5,"Loved the taste, will order again.",Positive
7883,110964,3.0,3,4,,Neutral
7884,100932,4.0,5,4,"Loved the taste, will order again.",Positive
7885,101974,5.0,5,5,Amazing experience overall.,Positive
7886,117342,4.0,3,4,"Loved the taste, will order again.",Positive
7887,116101,5.0,4,5,Best biryani in town!,Positive
7888,116776,1.0,2,1,Wrong item delivered.,Negative
7889,119506,3.0,4,4,Average experience.,Neutral
7890,113141,5.0,5,4,Delivery partner was very polite.,Positive
7891,107349,5.0,5,4,Best biryani in town!,Positive
7892,100947,3.0,3,4,Delivery was on time but food was mediocre.,Neutral
7893,113335,5.0,5,5,"Loved the taste, will order again.",Positive
7894,108294,5.0,4,5,Packaging was excellent and food was hot.,Positive
7895,111093,2.0,1,3,Delivery took way too long.,Negative
7896,101032,3.0,3,4,Average experience.,Neutral
7897,103652,5.0,4,5,Great food and fast delivery!,Positive
7898,110762,5.0,5,5,Best biryani in town!,Positive
7899,118764,5.0,5,4,Amazing experience overall.,Positive
7900,107329,2.0,1,1,Quality was not up to the mark.,Negative
7901,116755,3.0,3,4,Delivery was on time but food was mediocre.,Neutral
7902,115721,5.0,4,5,Amazing experience overall.,Positive
7903,104879,5.0,5,5,Packaging was excellent and food was hot.,Positive
7904,118092,5.0,4,5,Delivery partner was very polite.,Positive
7905,112706,4.0,5,4,Delivery partner was very polite.,Positive
7906,102869,4.0,5,4,Packaging was excellent and food was hot.,Positive
7907,108670,5.0,5,4,Amazing experience overall.,Positive
7908,118843,3.0,2,4,"Food was okay, nothing special.",Neutral
7909,108095,2.0,3,2,Food arrived cold and late.,Negative
7910,111080,5.0,5,5,Packaging was excellent and food was hot.,Positive
7911,105944,5.0,5,5,Amazing experience overall.,Positive
7912,110604,3.0,4,4,Delivery was on time but food was mediocre.,Neutral
7913,104141,5.0,5,5,Great food and fast delivery!,Positive
7914,104464,3.0,2,2,,Neutral
7915,111972,2.0,3,1,Wrong item delivered.,Negative
7916,101539,2.0,3,1,Food arrived cold and late.,Negative
7917,114052,4.0,5,4,Amazing experience overall.,Positive
7918,115592,3.0,2,4,Average experience.,Neutral
7919,105454,3.0,4,2,Average experience.,Neutral
7920,111592,2.0,2,2,Delivery took way too long.,Negative
7921,111308,5.0,5,4,Packaging was excellent and food was hot.,Positive
7922,113461,5.0,5,5,Best biryani in town!,Positive
7923,111254,5.0,4,5,Best biryani in town!,Positive
7924,102177,1.0,2,2,Very disappointed with the service.,Negative
7925,107826,5.0,4,5,Packaging was excellent and food was hot.,Positive
7926,113762,3.0,4,3,,Neutral
7927,117778,5.0,4,5,Amazing experience overall.,Positive
7928,102024,4.0,4,5,Best biryani in town!,Positive
7929,112871,,1,1,Very disappointed with the service.,Negative
7930,111260,5.0,4,5,Best biryani in town!,Positive
7931,111045,2.0,3,1,Order was incomplete.,Negative
7932,110302,5.0,5,5,Delivery partner was very polite.,Positive
7933,119971,3.0,2,3,"Food was okay, nothing special.",Neutral
7934,106420,3.0,4,4,,Neutral
7935,118169,1.0,2,1,Delivery took way too long.,Negative
7936,113319,4.0,3,4,"Loved the taste, will order again.",Positive
7937,117163,5.0,5,5,"Loved the taste, will order again.",Positive
7938,100187,2.0,3,1,Order was incomplete.,Negative
7939,101665,4.0,4,3,"Loved the taste, will order again.",Positive
7940,112316,5.0,5,4,Best biryani in town!,Positive
7941,112124,3.0,4,4,"Food was okay, nothing special.",Neutral
7942,113658,1.0,1,1,Food arrived cold and late.,Negative
7943,119955,5.0,5,5,Best biryani in town!,Positive
7944,107518,5.0,5,5,Packaging was excellent and food was hot.,Positive
7945,115439,4.0,3,4,Great food and fast delivery!,Positive
7946,100217,3.0,2,4,"Food was okay, nothing special.",Neutral
7947,105878,5.0,5,5,Amazing experience overall.,Positive
7948,106971,4.0,3,3,Packaging was excellent and food was hot.,Positive
7949,115318,3.0,4,3,Delivery was on time but food was mediocre.,Neutral
7950,117350,5.0,5,5,Best biryani in town!,Positive
7951,117935,4.0,4,3,Amazing experience overall.,Positive
7952,116461,2.0,2,2,Very disappointed with the service.,Negative
7953,107148,5.0,5,4,Delivery partner was very polite.,Positive
7954,101228,2.0,3,2,Delivery took way too long.,Negative
7955,118272,5.0,4,5,Best biryani in town!,Positive
7956,118642,5.0,5,4,,Positive
7957,114415,5.0,4,5,Delivery partner was very polite.,Positive
7958,113590,3.0,4,4,Delivery was on time but food was mediocre.,Neutral
7959,111820,4.0,4,4,Best biryani in town!,Positive
7960,104907,1.0,2,2,Quality was not up to the mark.,Negative
7961,111648,5.0,5,5,Amazing experience overall.,Positive
7962,110596,3.0,4,4,Average experience.,Neutral
7963,119484,5.0,4,4,Amazing experience overall.,Positive
7964,115987,2.0,2,3,Very disappointed with the service.,Negative
7965,120077,2.0,3,1,Delivery took way too long.,Negative
7966,113922,3.0,4,3,"Food was okay, nothing special.",Neutral
7967,117673,4.0,4,4,"Loved the taste, will order again.",Positive
7968,107153,2.0,2,2,Food arrived cold and late.,Negative
7969,119435,4.0,3,5,Amazing experience overall.,Positive
7970,104871,3.0,4,2,,Neutral
7971,109950,2.0,3,2,Delivery took way too long.,Negative
7972,112874,1.0,1,1,Delivery took way too long.,Negative
7973,105659,5.0,5,5,"Loved the taste, will order again.",Positive
7974,101559,5.0,4,4,Great food and fast delivery!,Positive
7975,112433,2.0,1,3,Wrong item delivered.,Negative
7976,112269,2.0,3,1,Quality was not up to the mark.,Negative
7977,109181,5.0,5,4,Packaging was excellent and food was hot.,Positive
7978,116029,5.0,5,5,"Loved the taste, will order again.",Positive
7979,115950,2.0,3,1,Food arrived cold and late.,Negative
7980,117570,2.0,2,2,Very disappointed with the service.,Negative
7981,118221,2.0,3,2,,Negative
7982,110539,3.0,3,4,Average experience.,Neutral
7983,110621,3.0,2,3,,Neutral
7984,102914,5.0,4,5,Amazing experience overall.,Positive
7985,108539,4.0,3,5,Amazing experience overall.,Positive
7986,109859,3.0,2,3,"Food was okay, nothing special.",Neutral
7987,110273,4.0,4,3,Best biryani in town!,Positive
7988,117894,5.0,5,4,"Loved the taste, will order again.",Positive
7989,108744,3.0,2,3,Average experience.,Neutral
7990,108447,2.0,1,1,Wrong item delivered.,Negative
7991,109119,5.0,5,5,Packaging was excellent and food was hot.,Positive
7992,112436,1.0,1,1,Delivery took way too long.,Negative
7993,116973,3.0,4,2,Average experience.,Neutral
7994,112232,4.0,3,3,Great food and fast delivery!,Positive
7995,105187,5.0,5,5,Great food and fast delivery!,Positive
7996,117058,2.0,2,2,Wrong item delivered.,Negative
7997,113130,2.0,1,3,Delivery took way too long.,Negative
7998,113656,3.0,3,4,Delivery was on time but food was mediocre.,Neutral
7999,110710,5.0,5,5,Packaging was excellent and food was hot.,Positive
8000,102239,2.0,1,3,Quality was not up to the mark.,Negative
8001,100093,4.0,5,4,Packaging was excellent and food was hot.,Positive
8002,118553,2.0,1,1,Delivery took way too long.,Negative
8003,119598,4.0,4,3,Amazing experience overall.,Positive
8004,102633,1.0,2,2,Food arrived cold and late.,Negative
8005,119312,3.0,2,4,"Food was okay, nothing special.",Neutral
8006,113136,5.0,4,4,Best biryani in town!,Positive
8007,116390,3.0,3,3,"Food was okay, nothing special.",Neutral
8008,115893,3.0,3,4,"Food was okay, nothing special.",Neutral
8009,109090,3.0,4,4,Average experience.,Neutral
8010,116593,5.0,4,5,"Loved the taste, will order again.",Positive
8011,103741,5.0,5,5,Amazing experience overall.,Positive
8012,112745,5.0,5,5,Packaging was excellent and food was hot.,Positive
8013,110971,5.0,5,5,Amazing experience overall.,Positive
8014,117118,3.0,4,3,,Neutral
8015,111869,4.0,4,5,"Loved the taste, will order again.",Positive
8016,111888,5.0,5,4,Amazing experience overall.,Positive
8017,111405,5.0,4,4,Great food and fast delivery!,Positive
8018,104206,4.0,5,4,"Loved the taste, will order again.",Positive
8019,105128,5.0,5,4,Best biryani in town!,Positive
8020,110234,2.0,2,3,Order was incomplete.,Negative
8021,108282,3.0,4,4,Average experience.,Neutral
8022,101456,5.0,5,5,Packaging was excellent and food was hot.,Positive
8023,108702,2.0,1,1,Order was incomplete.,Negative
8024,115091,,5,4,"Loved the taste, will order again.",Positive
8025,105097,2.0,2,2,Quality was not up to the mark.,Negative
8026,105566,4.0,4,3,Delivery partner was very polite.,Positive
8027,100311,5.0,5,4,Best biryani in town!,Positive
8028,106047,5.0,5,5,Packaging was excellent and food was hot.,Positive
8029,109325,4.0,5,3,"Loved the taste, will order again.",Positive
8030,103333,4.0,4,4,Best biryani in town!,Positive
8031,104741,5.0,5,5,Delivery partner was very polite.,Positive
8032,114446,4.0,5,4,Amazing experience overall.,Positive
8033,103459,2.0,1,2,Order was incomplete.,Negative
8034,118483,3.0,3,3,Delivery was on time but food was mediocre.,Neutral
8035,110611,5.0,5,4,Great food and fast delivery!,Positive
8036,105443,5.0,5,5,Great food and fast delivery!,Positive
8037,105871,4.0,5,3,Delivery partner was very polite.,Positive
8038,110976,5.0,5,4,Amazing experience overall.,Positive
8039,103163,5.0,4,4,Packaging was excellent and food was hot.,Positive
8040,110323,3.0,4,3,,Neutral
8041,116976,5.0,4,5,Packaging was excellent and food was hot.,Positive
8042,103224,4.0,4,4,Packaging was excellent and food was hot.,Positive
8043,111491,4.0,5,5,Packaging was excellent and food was hot.,Positive
8044,102334,5.0,5,4,Best biryani in town!,Positive
8045,100998,4.0,3,4,Best biryani in town!,Positive
8046,119180,5.0,5,4,Delivery partner was very polite.,Positive
8047,104100,3.0,3,3,Average experience.,Neutral
8048,113285,3.0,3,4,Delivery was on time but food was mediocre.,Neutral
8049,110013,5.0,4,5,"Loved the taste, will order again.",Positive
8050,100157,3.0,3,2,"Food was okay, nothing special.",Neutral
8051,114535,4.0,5,4,Great food and fast delivery!,Positive
8052,118003,5.0,5,5,Packaging was excellent and food was hot.,Positive
8053,112176,4.0,4,5,Packaging was excellent and food was hot.,Positive
8054,104187,5.0,5,5,Packaging was excellent and food was hot.,Positive
8055,102163,5.0,5,5,Best biryani in town!,Positive
8056,102687,3.0,2,4,"Food was okay, nothing special.",Neutral
8057,115345,3.0,2,4,,Neutral
8058,117803,5.0,5,5,Best biryani in town!,Positive
8059,112756,,5,4,Packaging was excellent and food was hot.,Positive
8060,106141,2.0,2,3,Quality was not up to the mark.,Negative
8061,117651,5.0,4,4,Amazing experience overall.,Positive
8062,108934,4.0,4,5,Delivery partner was very polite.,Positive
8063,118179,4.0,4,4,Delivery partner was very polite.,Positive
8064,115946,5.0,4,4,Best biryani in town!,Positive
8065,110312,5.0,4,4,Delivery partner was very polite.,Positive
8066,102034,5.0,5,4,Amazing experience overall.,Positive
8067,114130,5.0,4,5,Packaging was excellent and food was hot.,Positive
8068,101120,3.0,2,2,Average experience.,Neutral
8069,118152,5.0,5,4,Best biryani in town!,Positive
8070,105004,,5,4,"Loved the taste, will order again.",Positive
8071,114318,5.0,5,5,Amazing experience overall.,Positive
8072,110558,5.0,5,5,Amazing experience overall.,Positive
8073,108507,2.0,3,2,Food arrived cold and late.,Negative
8074,109727,2.0,2,3,Delivery took way too long.,Negative
8075,116934,5.0,5,5,"Loved the taste, will order again.",Positive
8076,100104,5.0,5,5,Packaging was excellent and food was hot.,Positive
8077,100227,3.0,3,4,,Neutral
8078,118632,5.0,5,5,"Loved the taste, will order again.",Positive
8079,112333,4.0,4,4,Great food and fast delivery!,Positive
8080,103059,5.0,5,4,Amazing experience overall.,Positive
8081,104801,4.0,5,3,Amazing experience overall.,Positive
8082,113513,4.0,5,5,Delivery partner was very polite.,Positive
8083,111894,4.0,3,5,Packaging was excellent and food was hot.,Positive
8084,119815,4.0,4,4,"Loved the taste, will order again.",Positive
8085,110101,5.0,4,5,"Loved the taste, will order again.",Positive
8086,107260,5.0,4,5,Best biryani in town!,Positive
8087,107050,,4,5,Packaging was excellent and food was hot.,Positive
8088,115628,4.0,3,5,Best biryani in town!,Positive
8089,115447,2.0,3,2,Wrong item delivered.,Negative
8090,109061,2.0,2,3,Food arrived cold and late.,Negative
8091,104876,2.0,3,1,Very disappointed with the service.,Negative
8092,118437,4.0,3,4,"Loved the taste, will order again.",Positive
8093,119651,5.0,4,4,Amazing experience overall.,Positive
8094,103278,3.0,2,4,Average experience.,Neutral
8095,116016,5.0,5,4,Packaging was excellent and food was hot.,Positive
8096,119536,4.0,4,5,Great food and fast delivery!,Positive
8097,111334,4.0,3,5,"Loved the taste, will order again.",Positive
8098,119336,5.0,5,5,"Loved the taste, will order again.",Positive
8099,113333,3.0,3,4,,Neutral
8100,108063,5.0,5,5,Packaging was excellent and food was hot.,Positive
8101,114005,1.0,1,2,Delivery took way too long.,Negative
8102,100798,5.0,5,4,Packaging was excellent and food was hot.,Positive
8103,120026,3.0,2,4,"Food was okay, nothing special.",Neutral
8104,116105,2.0,1,1,Wrong item delivered.,Negative
8105,117036,5.0,4,4,"Loved the taste, will order again.",Positive
8106,109444,4.0,4,3,Best biryani in town!,Positive
8107,109270,1.0,1,1,Food arrived cold and late.,Negative
8108,110364,1.0,1,1,Delivery took way too long.,Negative
8109,106885,2.0,2,3,Delivery took way too long.,Negative
8110,117375,2.0,2,2,Very disappointed with the service.,Negative
8111,102529,3.0,3,2,,Neutral
8112,101901,4.0,3,5,Best biryani in town!,Positive
8113,103075,2.0,3,2,Food arrived cold and late.,Negative
8114,109920,1.0,1,2,Delivery took way too long.,Negative
8115,110665,5.0,4,5,Packaging was excellent and food was hot.,Positive
8116,105765,2.0,2,2,Delivery took way too long.,Negative
8117,104519,2.0,2,1,Very disappointed with the service.,Negative
8118,110813,4.0,5,3,Best biryani in town!,Positive
8119,120392,3.0,4,2,Delivery was on time but food was mediocre.,Neutral
8120,106751,5.0,5,5,Delivery partner was very polite.,Positive
8121,117455,5.0,5,5,Delivery partner was very polite.,Positive
8122,103453,5.0,5,5,"Loved the taste, will order again.",Positive
8123,106968,5.0,5,4,Delivery partner was very polite.,Positive
8124,114190,2.0,2,2,Food arrived cold and late.,Negative
8125,104185,5.0,5,5,Great food and fast delivery!,Positive
8126,118492,3.0,4,4,"Food was okay, nothing special.",Neutral
8127,103192,1.0,2,1,Very disappointed with the service.,Negative
8128,117176,1.0,1,1,Order was incomplete.,Negative
8129,115603,3.0,3,3,,Neutral
8130,102214,5.0,5,5,Amazing experience overall.,Positive
8131,118381,2.0,1,3,Order was incomplete.,Negative
8132,111163,5.0,4,4,Best biryani in town!,Positive
8133,104781,5.0,5,5,Delivery partner was very polite.,Positive
8134,114474,5.0,5,5,"Loved the taste, will order again.",Positive
8135,116793,5.0,4,4,Packaging was excellent and food was hot.,Positive
8136,120183,3.0,3,4,,Neutral
8137,115863,3.0,2,4,"Food was okay, nothing special.",Neutral
8138,110317,4.0,4,3,"Loved the taste, will order again.",Positive
8139,106151,3.0,2,2,,Neutral
8140,111528,1.0,2,2,Order was incomplete.,Negative
8141,119497,4.0,4,3,"Loved the taste, will order again.",Positive
8142,115270,4.0,5,4,Great food and fast delivery!,Positive
8143,107795,3.0,2,2,"Food was okay, nothing special.",Neutral
8144,112919,5.0,5,5,Packaging was excellent and food was hot.,Positive
8145,100965,4.0,4,3,Packaging was excellent and food was hot.,Positive
8146,101763,2.0,2,1,Quality was not up to the mark.,Negative
8147,100116,5.0,5,4,Great food and fast delivery!,Positive
8148,101519,5.0,4,5,"Loved the taste, will order again.",Positive
8149,112410,5.0,5,5,"Loved the taste, will order again.",Positive
8150,105005,3.0,2,3,"Food was okay, nothing special.",Neutral
8151,110305,5.0,5,5,"Loved the taste, will order again.",Positive
8152,108615,3.0,2,4,Delivery was on time but food was mediocre.,Neutral
8153,114711,4.0,3,5,Delivery partner was very polite.,Positive
8154,118820,3.0,4,3,"Food was okay, nothing special.",Neutral
8155,115874,2.0,3,3,Very disappointed with the service.,Negative
8156,111474,2.0,3,3,Food arrived cold and late.,Negative
8157,110084,3.0,2,2,"Food was okay, nothing special.",Neutral
8158,107156,1.0,1,1,Wrong item delivered.,Negative
8159,114155,5.0,4,4,Great food and fast delivery!,Positive
8160,116790,1.0,1,2,Wrong item delivered.,Negative
8161,100986,4.0,4,3,"Loved the taste, will order again.",Positive
8162,110108,4.0,4,5,Packaging was excellent and food was hot.,Positive
8163,112121,4.0,4,4,,Positive
8164,118060,5.0,5,5,Best biryani in town!,Positive
8165,109028,4.0,5,5,Amazing experience overall.,Positive
8166,113801,2.0,1,3,Order was incomplete.,Negative
8167,110592,5.0,5,5,Best biryani in town!,Positive
8168,114177,5.0,4,5,Packaging was excellent and food was hot.,Positive
8169,116947,2.0,1,3,Delivery took way too long.,Negative
8170,106396,4.0,4,4,"Loved the taste, will order again.",Positive
8171,116747,1.0,1,1,Food arrived cold and late.,Negative
8172,118464,3.0,2,3,"Food was okay, nothing special.",Neutral
8173,111155,5.0,5,5,Packaging was excellent and food was hot.,Positive
8174,107218,4.0,3,5,Delivery partner was very polite.,Positive
8175,107809,2.0,1,3,Wrong item delivered.,Negative
8176,116439,3.0,3,2,Average experience.,Neutral
8177,108123,5.0,5,5,Great food and fast delivery!,Positive
8178,107555,2.0,2,3,Quality was not up to the mark.,Negative
8179,113471,5.0,4,5,Amazing experience overall.,Positive
8180,101785,5.0,5,5,Great food and fast delivery!,Positive
8181,111527,2.0,1,1,Quality was not up to the mark.,Negative
8182,101498,5.0,5,5,Great food and fast delivery!,Positive
8183,118321,2.0,2,1,Quality was not up to the mark.,Negative
8184,110094,5.0,5,4,"Loved the taste, will order again.",Positive
8185,105891,4.0,5,5,Amazing experience overall.,Positive
8186,112326,4.0,4,3,Packaging was excellent and food was hot.,Positive
8187,101701,3.0,4,3,Average experience.,Neutral
8188,108000,3.0,3,4,,Neutral
8189,106830,3.0,3,2,"Food was okay, nothing special.",Neutral
8190,118579,3.0,4,4,Average experience.,Neutral
8191,111845,5.0,4,5,Amazing experience overall.,Positive
8192,112989,5.0,5,5,"Loved the taste, will order again.",Positive
8193,115307,4.0,5,4,"Loved the taste, will order again.",Positive
8194,109654,5.0,5,5,"Loved the taste, will order again.",Positive
8195,107437,5.0,5,5,Packaging was excellent and food was hot.,Positive
8196,110091,5.0,4,5,Amazing experience overall.,Positive
8197,114489,1.0,1,1,Wrong item delivered.,Negative
8198,109694,3.0,3,4,Average experience.,Neutral
8199,112059,3.0,4,4,"Food was okay, nothing special.",Neutral
8200,112814,3.0,4,4,Delivery was on time but food was mediocre.,Neutral
8201,114183,4.0,3,5,Great food and fast delivery!,Positive
8202,103172,4.0,4,3,,Positive
8203,114703,3.0,4,3,Delivery was on time but food was mediocre.,Neutral
8204,118167,2.0,3,3,Very disappointed with the service.,Negative
8205,109767,5.0,5,4,Best biryani in town!,Positive
8206,116276,,1,1,Order was incomplete.,Negative
8207,105252,5.0,5,5,Great food and fast delivery!,Positive
8208,107010,4.0,3,3,Best biryani in town!,Positive
8209,118342,,5,4,Great food and fast delivery!,Positive
8210,109445,3.0,2,3,,Neutral
8211,116553,5.0,4,4,Delivery partner was very polite.,Positive
8212,102710,5.0,5,5,Best biryani in town!,Positive
8213,115255,4.0,3,4,"Loved the taste, will order again.",Positive
8214,104912,2.0,2,1,Delivery took way too long.,Negative
8215,102669,5.0,4,4,Great food and fast delivery!,Positive
8216,114992,3.0,4,4,Delivery was on time but food was mediocre.,Neutral
8217,106660,2.0,1,2,Quality was not up to the mark.,Negative
8218,104504,2.0,2,1,Very disappointed with the service.,Negative
8219,113983,3.0,2,2,Average experience.,Neutral
8220,104692,4.0,3,3,Best biryani in town!,Positive
8221,108311,1.0,1,2,Quality was not up to the mark.,Negative
8222,114825,5.0,5,5,Delivery partner was very polite.,Positive
8223,114904,2.0,3,2,Order was incomplete.,Negative
8224,117855,2.0,1,3,,Negative
8225,110594,2.0,3,2,Very disappointed with the service.,Negative
8226,115489,5.0,5,4,Best biryani in town!,Positive
8227,115982,5.0,4,4,Packaging was excellent and food was hot.,Positive
8228,100308,3.0,3,2,Average experience.,Neutral
8229,110918,5.0,5,4,Delivery partner was very polite.,Positive
8230,119865,5.0,5,5,Delivery partner was very polite.,Positive
8231,115081,5.0,4,4,"Loved the taste, will order again.",Positive
8232,111581,2.0,1,2,Food arrived cold and late.,Negative
8233,115826,3.0,4,2,,Neutral
8234,100559,2.0,3,3,Delivery took way too long.,Negative
8235,113809,4.0,5,3,,Positive
8236,116296,3.0,3,4,Average experience.,Neutral
8237,111227,4.0,3,3,"Loved the taste, will order again.",Positive
8238,103033,5.0,4,5,Best biryani in town!,Positive
8239,116686,3.0,2,3,Delivery was on time but food was mediocre.,Neutral
8240,117046,4.0,3,5,Amazing experience overall.,Positive
8241,111448,5.0,5,5,Delivery partner was very polite.,Positive
8242,118176,5.0,5,5,Great food and fast delivery!,Positive
8243,118586,3.0,2,3,,Neutral
8244,101449,4.0,5,4,Great food and fast delivery!,Positive
8245,110586,5.0,5,5,Amazing experience overall.,Positive
8246,102231,4.0,3,5,"Loved the taste, will order again.",Positive
8247,103856,3.0,4,3,Delivery was on time but food was mediocre.,Neutral
8248,114195,5.0,4,5,Great food and fast delivery!,Positive
8249,106514,5.0,4,4,Amazing experience overall.,Positive
8250,106379,2.0,1,1,Food arrived cold and late.,Negative
8251,111204,4.0,3,4,Delivery partner was very polite.,Positive
8252,101229,4.0,3,3,Best biryani in town!,Positive
8253,107100,4.0,4,4,Delivery partner was very polite.,Positive
8254,111235,3.0,2,2,Delivery was on time but food was mediocre.,Neutral
8255,120496,4.0,4,3,"Loved the taste, will order again.",Positive
8256,117269,5.0,5,5,Packaging was excellent and food was hot.,Positive
8257,102706,2.0,2,3,Quality was not up to the mark.,Negative
8258,101210,4.0,4,3,"Loved the taste, will order again.",Positive
8259,108707,4.0,4,3,Great food and fast delivery!,Positive
8260,110152,5.0,7,4,"Loved the taste, will order again.",Positive
8261,102904,5.0,4,4,Delivery partner was very polite.,Positive
8262,118481,3.0,3,2,"Food was okay, nothing special.",Neutral
8263,116935,,4,5,Delivery partner was very polite.,Positive
8264,108672,3.0,2,3,Delivery was on time but food was mediocre.,Neutral
8265,120176,2.0,3,3,Very disappointed with the service.,Negative
8266,114800,1.0,1,2,Delivery took way too long.,Negative
8267,101857,3.0,3,4,,Neutral
8268,120064,5.0,4,5,Packaging was excellent and food was hot.,Positive
8269,119710,1.0,1,1,Food arrived cold and late.,Negative
8270,114126,2.0,2,2,Quality was not up to the mark.,Negative
8271,120194,2.0,2,2,Food arrived cold and late.,Negative
8272,106347,,4,2,"Food was okay, nothing special.",Neutral
8273,110600,4.0,3,3,"Loved the taste, will order again.",Positive
8274,106892,5.0,4,4,Packaging was excellent and food was hot.,Positive
8275,107506,3.0,3,4,"Food was okay, nothing special.",Neutral
8276,115171,5.0,4,5,"Loved the taste, will order again.",Positive
8277,115508,2.0,3,3,Delivery took way too long.,Negative
8278,107971,5.0,5,4,Packaging was excellent and food was hot.,Positive
8279,117333,2.0,1,1,Wrong item delivered.,Negative
8280,104818,2.0,3,1,Delivery took way too long.,Negative
8281,109094,3.0,2,4,Delivery was on time but food was mediocre.,Neutral
8282,116846,5.0,4,5,Great food and fast delivery!,Positive
8283,109187,3.0,4,2,"Food was okay, nothing special.",Neutral
8284,109599,3.0,3,2,,Neutral
8285,119148,4.0,3,4,"Loved the taste, will order again.",Positive
8286,120005,2.0,2,3,Quality was not up to the mark.,Negative
8287,119749,5.0,5,5,Great food and fast delivery!,Positive
8288,111711,2.0,1,2,Delivery took way too long.,Negative
8289,105485,3.0,4,2,"Food was okay, nothing special.",Neutral
8290,117512,4.0,3,3,"Loved the taste, will order again.",Positive
8291,112206,4.0,5,4,Best biryani in town!,Positive
8292,104866,3.0,3,4,Delivery was on time but food was mediocre.,Neutral
8293,108757,5.0,5,5,"Loved the taste, will order again.",Positive
8294,119021,3.0,3,3,,Neutral
8295,104592,2.0,3,2,Quality was not up to the mark.,Negative
8296,110722,2.0,3,3,Order was incomplete.,Negative
8297,119870,5.0,4,5,Packaging was excellent and food was hot.,Positive
8298,103169,4.0,3,4,Amazing experience overall.,Positive
8299,105932,5.0,5,5,Amazing experience overall.,Positive
8300,110254,2.0,2,3,Delivery took way too long.,Negative
8301,115554,5.0,4,5,"Loved the taste, will order again.",Positive
8302,109510,5.0,6,4,Best biryani in town!,Positive
8303,112535,4.0,4,5,Great food and fast delivery!,Positive
8304,109276,1.0,2,2,Wrong item delivered.,Negative
8305,110460,1.0,1,1,Quality was not up to the mark.,Negative
8306,101579,2.0,3,1,Wrong item delivered.,Negative
8307,110402,4.0,4,5,"Loved the taste, will order again.",Positive
8308,103004,5.0,5,5,Delivery partner was very polite.,Positive
8309,113639,2.0,1,1,Order was incomplete.,Negative
8310,118641,5.0,5,4,Great food and fast delivery!,Positive
8311,107134,2.0,2,1,Order was incomplete.,Negative
8312,103671,5.0,4,4,Great food and fast delivery!,Positive
8313,108815,4.0,3,3,Great food and fast delivery!,Positive
8314,116078,4.0,4,5,Great food and fast delivery!,Positive
8315,119860,5.0,5,5,"Loved the taste, will order again.",Positive
8316,104983,3.0,4,4,,Neutral
8317,105967,,1,2,Wrong item delivered.,Negative
8318,103574,3.0,2,2,"Food was okay, nothing special.",Neutral
8319,112711,5.0,5,4,Great food and fast delivery!,Positive
8320,113301,5.0,5,5,Best biryani in town!,Positive
8321,110595,4.0,5,4,"Loved the taste, will order again.",Positive
8322,108886,5.0,5,4,Best biryani in town!,Positive
8323,103508,4.0,4,4,Best biryani in town!,Positive
8324,118449,5.0,5,4,Packaging was excellent and food was hot.,Positive
8325,113876,5.0,5,5,Great food and fast delivery!,Positive
8326,119644,3.0,2,4,Delivery was on time but food was mediocre.,Neutral
8327,114036,3.0,2,3,"Food was okay, nothing special.",Neutral
8328,113348,5.0,5,5,Packaging was excellent and food was hot.,Positive
8329,120179,5.0,4,4,Best biryani in town!,Positive
8330,118346,2.0,3,3,Wrong item delivered.,Negative
8331,112086,3.0,3,3,Average experience.,Neutral
8332,118394,2.0,1,2,Wrong item delivered.,Negative
8333,112249,2.0,3,3,Delivery took way too long.,Negative
8334,114537,5.0,5,4,Best biryani in town!,Positive
8335,101811,4.0,3,3,Great food and fast delivery!,Positive
8336,115079,3.0,2,3,Average experience.,Neutral
8337,115138,4.0,5,4,Best biryani in town!,Positive
8338,120294,1.0,2,1,Food arrived cold and late.,Negative
8339,117784,3.0,4,3,Average experience.,Neutral
8340,109280,2.0,1,3,Food arrived cold and late.,Negative
8341,118137,3.0,4,4,,Neutral
8342,119677,3.0,3,4,Average experience.,Neutral
8343,103686,4.0,4,4,Amazing experience overall.,Positive
8344,106746,5.0,4,5,"Loved the taste, will order again.",Positive
8345,111965,4.0,4,4,Great food and fast delivery!,Positive
8346,113144,3.0,4,4,Average experience.,Neutral
8347,104381,4.0,3,5,"Loved the taste, will order again.",Positive
8348,117029,5.0,5,5,"Loved the taste, will order again.",Positive
8349,100921,4.0,5,3,,Positive
8350,108072,3.0,3,4,Average experience.,Neutral
8351,108375,2.0,3,1,Wrong item delivered.,Negative
8352,101347,3.0,3,2,Average experience.,Neutral
8353,118571,2.0,1,2,Very disappointed with the service.,Negative
8354,116984,5.0,4,5,Great food and fast delivery!,Positive
8355,100175,1.0,1,2,Order was incomplete.,Negative
8356,115880,2.0,3,2,Order was incomplete.,Negative
8357,110667,1.0,2,1,Order was incomplete.,Negative
8358,117066,5.0,4,5,Delivery partner was very polite.,Positive
8359,102089,5.0,5,4,Amazing experience overall.,Positive
8360,119949,3.0,4,4,,Neutral
8361,120096,2.0,1,2,Delivery took way too long.,Negative
8362,118105,5.0,4,5,,Positive
8363,111842,5.0,5,5,Packaging was excellent and food was hot.,Positive
8364,100770,2.0,3,3,Very disappointed with the service.,Negative
